Initial Perceptron Parameter's Error Rate: 50.0% -> [-495.48209999470896, 840.2876803217971, 474.8464578702394]

    1-th training, ErrorRate: 50.0% -> [-495.68209999470895, 826.6876803217971, 471.3664578702394]
    2-th training, ErrorRate: 50.0% -> [-495.88209999470894, 813.727680321797, 468.9264578702394]
    3-th training, ErrorRate: 50.0% -> [-496.0820999947089, 795.787680321797, 464.5264578702394]
    4-th training, ErrorRate: 50.0% -> [-496.2820999947089, 781.607680321797, 461.24645787023945]
    5-th training, ErrorRate: 50.0% -> [-496.4820999947089, 766.0676803217971, 457.00645787023944]
    6-th training, ErrorRate: 50.0% -> [-496.6820999947089, 750.0476803217971, 455.30645787023946]
    7-th training, ErrorRate: 50.0% -> [-496.8820999947089, 735.5076803217971, 452.0864578702394]
    8-th training, ErrorRate: 50.0% -> [-497.08209999470887, 718.8076803217971, 448.20645787023943]
    9-th training, ErrorRate: 50.0% -> [-497.28209999470886, 708.8076803217971, 445.5864578702394]
   10-th training, ErrorRate: 50.0% -> [-497.48209999470885, 691.467680321797, 443.0264578702394]
   11-th training, ErrorRate: 50.0% -> [-497.68209999470884, 678.5476803217971, 439.5464578702394]
   12-th training, ErrorRate: 50.0% -> [-497.8820999947088, 658.0476803217971, 437.5664578702394]
   13-th training, ErrorRate: 50.0% -> [-498.0820999947088, 645.207680321797, 434.4464578702394]
   14-th training, ErrorRate: 50.0% -> [-498.2820999947088, 630.607680321797, 430.9264578702394]
   15-th training, ErrorRate: 50.0% -> [-498.4820999947088, 616.607680321797, 426.5864578702394]
   16-th training, ErrorRate: 50.0% -> [-498.6820999947088, 604.027680321797, 424.4264578702394]
   17-th training, ErrorRate: 50.0% -> [-498.88209999470877, 594.767680321797, 423.2864578702394]
   18-th training, ErrorRate: 50.0% -> [-499.08209999470876, 582.487680321797, 419.7264578702394]
   19-th training, ErrorRate: 50.0% -> [-499.28209999470874, 571.027680321797, 416.6064578702394]
   20-th training, ErrorRate: 50.0% -> [-499.48209999470873, 559.147680321797, 413.26645787023944]
   21-th training, ErrorRate: 50.0% -> [-499.6820999947087, 549.867680321797, 410.4664578702394]
   22-th training, ErrorRate: 50.0% -> [-499.8820999947087, 538.9476803217971, 408.44645787023944]
   23-th training, ErrorRate: 50.0% -> [-500.0820999947087, 527.5676803217971, 405.16645787023947]
   24-th training, ErrorRate: 50.0% -> [-500.2820999947087, 512.8076803217971, 402.92645787023946]
   25-th training, ErrorRate: 50.0% -> [-500.4820999947087, 498.14768032179705, 398.5864578702395]
   26-th training, ErrorRate: 50.0% -> [-500.68209999470866, 484.00768032179707, 395.3464578702395]
   27-th training, ErrorRate: 50.0% -> [-500.88209999470865, 470.02768032179705, 391.3464578702395]
   28-th training, ErrorRate: 50.0% -> [-501.08209999470864, 453.367680321797, 389.2664578702395]
   29-th training, ErrorRate: 50.0% -> [-501.28209999470863, 442.46768032179705, 386.2464578702395]
   30-th training, ErrorRate: 50.0% -> [-501.4820999947086, 426.94768032179707, 383.90645787023954]
   31-th training, ErrorRate: 50.0% -> [-501.6820999947086, 411.22768032179704, 380.9264578702395]
   32-th training, ErrorRate: 50.0% -> [-501.8820999947086, 397.127680321797, 377.2464578702395]
   33-th training, ErrorRate: 50.0% -> [-502.0820999947086, 381.427680321797, 375.2064578702395]
   34-th training, ErrorRate: 50.0% -> [-502.2820999947086, 367.46768032179705, 374.5064578702395]
   35-th training, ErrorRate: 50.0% -> [-502.48209999470856, 354.76768032179706, 372.7264578702395]
   36-th training, ErrorRate: 50.0% -> [-502.68209999470855, 343.4276803217971, 368.64645787023954]
   37-th training, ErrorRate: 50.0% -> [-502.88209999470854, 327.9876803217971, 364.94645787023956]
   38-th training, ErrorRate: 50.0% -> [-503.0820999947085, 311.9876803217971, 362.44645787023956]
   39-th training, ErrorRate: 50.0% -> [-503.2820999947085, 299.2276803217971, 360.36645787023957]
   40-th training, ErrorRate: 50.0% -> [-503.4820999947085, 286.6876803217971, 357.14645787023954]
   41-th training, ErrorRate: 50.0% -> [-503.6820999947085, 272.58768032179705, 355.30645787023957]
   42-th training, ErrorRate: 50.0% -> [-503.8820999947085, 256.94768032179707, 351.86645787023957]
   43-th training, ErrorRate: 50.0% -> [-504.08209999470847, 240.92768032179706, 347.0464578702396]
   44-th training, ErrorRate: 50.0% -> [-504.28209999470846, 228.92768032179706, 343.18645787023956]
   45-th training, ErrorRate: 50.0% -> [-504.48209999470845, 215.18768032179705, 339.26645787023955]
   46-th training, ErrorRate: 50.0% -> [-504.68209999470844, 200.80768032179705, 334.1064578702395]
   47-th training, ErrorRate: 50.0% -> [-504.8820999947084, 187.02768032179705, 329.1064578702395]
   48-th training, ErrorRate: 50.0% -> [-505.0820999947084, 172.96768032179705, 325.3064578702395]
   49-th training, ErrorRate: 50.0% -> [-505.2820999947084, 158.72768032179704, 323.0464578702395]
   50-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   51-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   52-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   53-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   54-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   55-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   56-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   57-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   58-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   59-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   60-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   61-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   62-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   63-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   64-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   65-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   66-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   67-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   68-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   69-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   70-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   71-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   72-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   73-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   74-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   75-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   76-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   77-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   78-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   79-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   80-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   81-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   82-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   83-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   84-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   85-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   86-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   87-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   88-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   89-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   90-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   91-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   92-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   93-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   94-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   95-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   96-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   97-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   98-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
   99-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
  100-th training, ErrorRate: 50.0% -> [-505.4820999947084, 143.56768032179704, 319.8864578702395]
  101-th training, ErrorRate: 50.0% -> [-505.6820999947084, 129.96768032179705, 316.4064578702395]
  102-th training, ErrorRate: 50.0% -> [-505.88209999470837, 117.00768032179704, 313.9664578702395]
