4.5533	8.0707
11.015	-6.048
-5.0286	-7.1857
-6.96	4.0487
4.7739	9.2546
4.5388	-11.398
10.92	-5.6779
0.29786	-10.368
2.7818	6.337
10.249	-8.7105
-3.4254	-10.625
-4.1906	-8.0588
-2.0888	10.357
13.239	-2.4709
-3.2418	-12.157
8.3015	7.4236
9.9006	1.9201
6.0205	3.8777
10.639	-0.074802
-3.985	11.773
4.2638	4.778
-1.4642	7.0769
4.1604	10.102
-4.0651	-7.881
-9.378	6.5546
2.1222	-12.345
7.3275	-5.7007
-9.229	-3.0285
-5.8141	5.2216
3.8338	-11.376
-7.5482	0.5825
-9.248	6.1247
-9.5905	-6.7807
7.1584	8.1944
-6.3603	4.2217
-8.4028	1.601
7.1887	0.44227
-0.67967	10.422
-5.1326	6.6458
8.0627	-9.6296
13.203	0.96608
-2.6372	7.9341
-9.2016	-5.4941
-6.8622	-4.7807
-12.217	2.574
-7.7784	-4.0603
5.5426	9.2413
-10.709	3.6444
0.70112	8.9308
9.4054	1.0646
-7.0002	-9.3716
-11.107	1.567
-3.2474	-8.092
9.2346	3.9562
11.887	-3.7022
7.1255	7.1768
-4.8489	-7.6026
9.549	0.55636
-7.4451	-5.3361
4.559	-10.401
6.4784	4.6499
-8.929	-2.7152
4.5977	-7.9159
-10.71	-2.4153
3.2813	6.9053
-7.2729	-2.2819
-2.0928	-12.294
4.1782	-8.8768
7.1673	0.84351
-5.955	8.2598
5.9792	3.5318
-0.99627	7.5919
-8.8818	6.8816
-11.215	-2.5284
9.335	-2.67
-8.9299	1.0006
6.2885	1.3481
-5.6311	10.381
12.665	-0.281
1.4493	6.5017
5.7634	6.1703
-7.6777	4.8267
1.5969	8.2739
-0.12606	-8.5745
-0.30043	-9.7548
-6.5384	9.5348
-6.8042	-2.5082
-10.435	1.0018
-12.14	-0.52212
11.716	1.7604
10.439	0.72518
0.1249	7.0454
0.18199	8.0308
2.3986	5.9644
-4.9853	-6.7936
-4.3572	-7.7848
0.52661	-8.4041
-5.7941	-6.0737
7.6843	-11.02
13.95	-1.1715
-7.4987	-3.9248
-1.5887	8.3677
3.8243	-10.948
-8.3038	-0.60717
7.6555	7.7746
-3.3251	9.7683
3.0732	9.9094
5.2743	8.3008
11.275	-4.1309
4.9525	5.0559
4.7067	-9.0537
-4.9773	6.9386
-6.8989	-8.4005
4.7042	-7.281
4.2116	-8.9816
8.7614	-3.3339
8.1251	-10.124
-9.9165	4.256
6.7692	-10.681
9.719	-1.1118
1.837	-11.53
1.0595	-8.8266
-7.3976	2.8592
-7.529	7.7665
-8.2293	2.9726
5.7504	3.4321
7.3279	7.4839
-6.2858	2.5343
7.2045	-5.4895
11.582	-5.542
9.5751	0.62101
8.3332	-9.0106
4.9031	-7.9137
-4.8054	9.4818
1.7798	11.141
13.135	-1.4142
5.2037	5.7127
-2.4118	7.5011
6.1379	1.1698
5.2683	-7.8879
6.0296	6.064
7.121	1.82
-7.0273	-8.4916
9.9498	4.6038
-0.34725	-9.2863
6.5147	2.2212
-6.3622	2.3302
13.142	-0.68788
7.7014	-5.225
-3.1407	11.296
1.9335	6.2119
-11.55	4.0421
-10.129	2.9992
-4.6004	-11.958
4.2682	4.7143
0.042408	-8.5374
7.4472	-5.4409
-10.867	-5.7139
-7.6534	0.78784
12.234	-4.2672
-1.025	7.9355
9.0535	-1.5773
7.0668	-9.726
-11.248	3.4545
-4.9204	8.4995
8.3998	6.2311
-3.5628	-9.2417
-9.3609	6.2092
5.3615	7.7581
-5.8596	-9.1435
-3.849	10.531
6.6665	3.0852
1.6498	12.057
-0.91717	-11.938
-8.2647	7.0164
-2.207	6.9253
6.5056	0.69871
7.2586	-3.7426
-1.123	5.9848
-5.4011	-9.9368
8.9859	-5.9313
4.3072	6.0621
6.5287	-8.2688
1.3193	11.432
6.5858	-10.842
2.7206	8.5274
8.1682	-3.3223
-8.2261	-2.0069
4.3747	-12.158
-4.8297	5.0474
-11.188	0.38791
2.096	-10.859
-10.055	-0.7381
8.1548	-2.0965
-7.8768	-3.4789
8.0096	5.3235
-4.7745	-9.5845
5.6208	3.7172
-10.536	7.3309
9.9928	-3.2872
-4.5405	-10.698
-8.6352	8.9312
-10.578	-4.4061
-5.0862	5.1052
5.3809	4.6873
-0.55964	-11.867
3.7246	-12.021
-3.8893	9.6561
3.9577	8.4033
7.4268	7.0532
-3.691	6.7675
-11.692	-2.7742
2.0098	-12.222
7.6823	0.70199
-4.851	-11.191
-7.3938	-10.185
